id,courseID,mod_type,order,chpModLabel,seqModLabel,stds,count,x,y
401ee1f6f3684be7b6124490f34adc5a,MITxPRO+AMxB+1T2018,html,1,"Entrance Survey (5 min, required)",Entrance Survey-Html,163,413,1594.1262f,1048.7539f
27bf430c96cb4d8da7368c4697de187b,MITxPRO+AMxB+1T2018,html,2,"Pre-Assessment (10 min, required)",Pre-Assessment-Html,168,322,1580.7435f,1018.63403f
0fec97a46b71456d9d9037e5edac7bb0,MITxPRO+AMxB+1T2018,html,3,"Pre-Assessment (10 min, required)",Pre-Assessment-Html,6,6,1598.8334f,1135.2795f
9b9fc7fd30954d7d9ad7d8f8e1cc11d8,MITxPRO+AMxB+1T2018,problem,4,"Pre-Assessment (10 min, required)",Pre-Assessment Completion Confirmation,172,954,1549.503f,1036.6296f
04d85100616943f8a3d2b084f403ba5f,MITxPRO+AMxB+1T2018,html,5,Get Started (25 min),Welcome-Html,170,472,1505.2043f,1015.3352f
d538c2a9c6004cc3b62a2514ff7d24f5,MITxPRO+AMxB+1T2018,html,6,Get Started (25 min),Schedule-Html,168,825,1428.7627f,978.5307f
8f607acba97e43d5b0426a4cccc4e61f,MITxPRO+AMxB+1T2018,html,7,Get Started (25 min),Schedule-Html,16,20,1457.319f,1055.2164f
ea676035d8d84252b7c2c117a74dfe5d,MITxPRO+AMxB+1T2018,html,8,Get Started (25 min),Discussion Forum-Html,162,345,1362.5731f,1000.16626f
fdccb644786547c5893474584cdfd58b,MITxPRO+AMxB+1T2018,html,9,Get Started (25 min),Discussion Etiquette-Html,161,422,1323.4915f,1011.3355f
53e13f644d1f4c73ba7f5bfd8020e71f,MITxPRO+AMxB+1T2018,html,10,Get Started (25 min),Tell Us About Yourself-IFrame Tool,162,444,1291.6849f,1022.1271f
2f6febb9f2514c06827aa6a4bfe1e69d,MITxPRO+AMxB+1T2018,html,11,Get Started (25 min),MIT Instructors-Html,162,382,1252.2881f,1039.4254f
44acee2074d5456593cfdab9b680dcab,MITxPRO+AMxB+1T2018,html,12,Get Started (25 min),MIT Instructors-Html,1,1,890.0381f,1091.7378f
7e3aba021b714e3180b14422eaf7cacb,MITxPRO+AMxB+1T2018,html,13,Get Started (25 min),MIT Instructors-Html,1,1,-747.6559f,2164.5066f
f17dc8f749c043d78ae4dfe383e55009,MITxPRO+AMxB+1T2018,html,14,Get Started (25 min),MIT Instructors-Html,0,0,-2062.1084f,318.38113f
a0077e8aad874abba1a1ec5c20ca947b,MITxPRO+AMxB+1T2018,html,15,Get Started (25 min),MIT Instructors-Html,0,0,-2012.4753f,-854.1555f
7bb3394632054742b3fff216a77b015e,MITxPRO+AMxB+1T2018,html,16,Get Started (25 min),MIT Instructors-Html,1,1,-734.5486f,2197.8376f
08823b78df0e4a3eb4c35cb2b838dee3,MITxPRO+AMxB+1T2018,html,17,Get Started (25 min),MIT Instructors-Html,0,0,-1895.0978f,-493.4822f
c3c0f88fff1f4523b144a41a6c2dbcd6,MITxPRO+AMxB+1T2018,html,18,Get Started (25 min),MIT Instructors-Html,0,0,-689.00635f,-2127.295f
3cce707300cc4bb99e13edcd32209318,MITxPRO+AMxB+1T2018,html,19,Get Started (25 min),MIT Instructors-Html,2,2,2150.6782f,500.75342f
089719b517f043f5b39636578e7ee001,MITxPRO+AMxB+1T2018,html,20,Get Started (25 min),MIT Instructors-Html,2,8,1340.1127f,702.4627f
a67e937f9f1941a9bb6052316e2f2fc4,MITxPRO+AMxB+1T2018,html,21,Get Started (25 min),MIT Course Assistants-Html,159,329,1212.0731f,1051.4388f
2349ef7ca9ce436caad6190a30656821,MITxPRO+AMxB+1T2018,html,22,Get Started (25 min),MIT Course Assistants-Html,0,0,-2175.0642f,132.66176f
5e49b3b1846c46a188f097e6520c706a,MITxPRO+AMxB+1T2018,html,23,Get Started (25 min),MIT Course Assistants-Html,0,0,-1931.389f,1561.192f
2a112bc1a1e048129e8e68e170e39248,MITxPRO+AMxB+1T2018,html,24,Get Started (25 min),MIT Course Assistants-Html,1,2,-2181.5466f,153.2446f
7c052992ccd9437b9b017f4a234bb68c,MITxPRO+AMxB+1T2018,html,25,Get Started (25 min),MIT Course Assistants-Html,0,0,-2157.685f,503.03604f
3bb9151bb02b44c1ab2befefde55671a,MITxPRO+AMxB+1T2018,html,26,Get Started (25 min),MIT Course Assistants-Html,0,0,2156.6323f,451.77716f
918870b390684763bcf0b9c3378c6996,MITxPRO+AMxB+1T2018,html,27,Get Started (25 min),MIT Course Assistants-Html,0,0,2341.113f,343.01328f
e42dc56d1f8d46ef902e3d38a93e0324,MITxPRO+AMxB+1T2018,html,28,Get Started (25 min),Boeing Course Assistants-Html,159,313,1180.1196f,1065.669f
63ef1fedf15b403ca346c0f4fdc8f5f0,MITxPRO+AMxB+1T2018,html,29,Get Started (25 min),Boeing Course Assistants-Html,1,1,870.34296f,960.68823f
2e1dcff64f8741438099a3b28ba6c42d,MITxPRO+AMxB+1T2018,html,30,Get Started (25 min),MIT Content Development Team-Html,159,538,1145.2087f,1084.8075f
c140d98e51f54581a920893152b0f146,MITxPRO+AMxB+1T2018,html,31,Get Started (25 min),MIT Content Development Team-Html,2,5,-1571.5526f,1810.1288f
25021407d2a44c0fa46f4da39b61fe4f,MITxPRO+AMxB+1T2018,html,32,Get Started (25 min),MIT Content Development Team-Html,0,0,-2155.8958f,607.0869f
b2b776cf636d43d6aa8a52e423152e95,MITxPRO+AMxB+1T2018,html,33,Get Started (25 min),MIT Content Development Team-Html,0,0,2134.049f,551.33234f
e1ff89042b1e4cadb4f35e7242eaa6fb,MITxPRO+AMxB+1T2018,html,34,Get Started (25 min),MIT Content Development Team-Html,0,0,-2096.8723f,425.92313f
d2dbdeb207154c9ea7d8352623a66120,MITxPRO+AMxB+1T2018,html,35,Get Started (25 min),MIT Content Development Team-Html,0,0,-2070.5007f,-708.49695f
31c64d65a2a64134a5c3d04a58fea33d,MITxPRO+AMxB+1T2018,html,36,Get Started (25 min),MIT Content Development Team-Html,0,0,1252.5759f,-1768.6469f
15f09ebf2d5a45c092b05b8bd0cd7eca,MITxPRO+AMxB+1T2018,html,37,Get Started (25 min),MIT Content Development Team-Html,0,0,2083.841f,714.6901f
8357d3333918468189fd75d0c4a4efea,MITxPRO+AMxB+1T2018,html,38,Get Started (25 min),MIT Content Development Team-Html,0,0,-1350.2896f,-1942.3717f
2c1571ccf4ea48f190dede924d64978a,MITxPRO+AMxB+1T2018,html,39,Get Started (25 min),MIT Content Development Team-Html,1,2,-1840.9948f,-1431.6681f
1b1d901e57774ed4aac7ad952c9bb03d,MITxPRO+AMxB+1T2018,html,40,Get Started (25 min),MIT Content Development Team-Html,0,0,-1692.0028f,1539.8129f
1a49b1a14dc74ea4a854a58957a1ff70,MITxPRO+AMxB+1T2018,html,41,Get Started (25 min),MIT Content Development Team-Html,1,1,-1149.6349f,-2018.265f
2e3b229ed3c6436dbb293d0bede84f69,MITxPRO+AMxB+1T2018,html,42,Get Started (25 min),MIT Content Development Team-Html,1,1,1966.078f,-987.7039f
900887df98e3499f8fd3ca09e1e84d3a,MITxPRO+AMxB+1T2018,html,43,Get Started (25 min),Industry Experts-Html,39,107,1121.4802f,1049.4805f
5769eefe272745138fb9673656879d27,MITxPRO+AMxB+1T2018,html,44,Get Started (25 min),Industry Experts-Html,1,1,2125.0815f,626.257f
8e1e4a26d798445eb4f2208dbbe4c304,MITxPRO+AMxB+1T2018,html,45,Get Started (25 min),Industry Experts-Html,0,0,-2033.9934f,1421.1215f
c26a191d2d854bc08f0bb2d00bddf949,MITxPRO+AMxB+1T2018,html,46,Get Started (25 min),Industry Experts-Html,0,0,1989.6506f,862.50757f
25a124a430454bd69482e68f5986c640,MITxPRO+AMxB+1T2018,html,47,Get Started (25 min),Industry Experts-Html,0,0,-1795.6635f,1478.9634f
7b686383e2454b26ae0a0ba10b69e06c,MITxPRO+AMxB+1T2018,html,48,Get Started (25 min),Industry Experts-Html,1,1,664.0569f,-1574.3411f
b51078e21eba44668c93e67fe7da4a5d,MITxPRO+AMxB+1T2018,html,49,Get Started (25 min),Industry Experts-Html,0,0,-2218.0994f,82.193375f
15e0176049e845beb8ac349ecf13d64c,MITxPRO+AMxB+1T2018,html,50,Get Started (25 min),Industry Experts-Html,0,0,-2007.5659f,1448.731f
8b07dde95c5549ebbfa523a622a8e25c,MITxPRO+AMxB+1T2018,html,51,Get Started (25 min),Industry Experts-Html,0,0,-2020.5428f,-815.9023f
b23733f5ccd245ed94abb5c5be18c527,MITxPRO+AMxB+1T2018,html,52,Get Started (25 min),Industry Experts-Html,0,0,2227.735f,26.794243f
1e0eba50184b4098912c35d9442fc4c7,MITxPRO+AMxB+1T2018,html,53,Get Started (25 min),Industry Experts-Html,0,0,-2018.136f,-886.03546f
5ff13db63251443ab80c02b58c0b485f,MITxPRO+AMxB+1T2018,html,54,Get Started (25 min),Industry Experts-Html,0,0,1968.9221f,916.59674f
c5bda766147d4384a2ffeb98f2156679,MITxPRO+AMxB+1T2018,html,55,Get Started (25 min),Industry Experts-Html,0,0,752.9342f,-1333.5542f
e5ccaa6343884bf8a982b312206d099b,MITxPRO+AMxB+1T2018,html,56,Get Started (25 min),Industry Experts-Html,0,0,-1910.7069f,-428.7391f
620b2b987e224746bcabaf23c62d77e9,MITxPRO+AMxB+1T2018,html,57,Get Started (25 min),Industry Experts-Html,0,0,-1939.3867f,-873.94f
c082eaa9c06548149a3c78284864b030,MITxPRO+AMxB+1T2018,html,58,Get Started (25 min),Industry Experts-Html,0,0,1648.6499f,-1391.8447f
2fd34d2845b4497d8b01df1e609c7a6d,MITxPRO+AMxB+1T2018,html,59,Get Started (25 min),Industry Experts-Html,2,2,1916.662f,-1049.244f
b54b3276058d446d9172bb4935fd58be,MITxPRO+AMxB+1T2018,html,60,Get Started (25 min),Industry Experts-Html,0,0,-948.5825f,-141.56126f
5bdb6e60ab5c477f9244243bacb6c984,MITxPRO+AMxB+1T2018,html,61,Get Started (25 min),Grading and Completion Criteria-Html,167,651,1076.7797f,1097.8339f
9c375fe94f4a47fb8074dc6870cf8820,MITxPRO+AMxB+1T2018,html,62,Get Started (25 min),Academic Integrity-Html,161,475,1202.1497f,1368.436f
20c18c18d1424607bd03030afc0dabc9,MITxPRO+AMxB+1T2018,html,63,Get Started (25 min),Certificate Information and CEUs-Html,160,483,1211.3962f,1410.0911f
fe15037ed0db47ee8afde8f7847b94e6,MITxPRO+AMxB+1T2018,html,64,Get Started (25 min),Learning Objectives-Html,159,257,1173.5608f,1411.6102f
f152314aca7a42a9a2e4d5ef6086c76e,MITxPRO+AMxB+1T2018,html,65,Get Started (25 min),Pedagogy-Html,157,422,1188.7949f,1439.6266f
2c91f40c1d484adbbe41b43c1dd57fce,MITxPRO+AMxB+1T2018,html,66,Get Started (25 min),Academic Integrity and Rules of Conduct-Html,157,447,1151.2268f,1461.0505f
2060d250adb14c9eb7e7957c563678f0,MITxPRO+AMxB+1T2018,html,67,Get Started (25 min),Disclaimer-Html,155,443,1160.731f,1494.9637f
2bd1769f30ce460b8cf38f3b71207d38,MITxPRO+AMxB+1T2018,html,68,Week 1: Introduction to Additive Manufacturing (3 hrs),Foundations of Additive Manufacturing-Html,156,557,1374.2532f,1845.423f
b18bcca1d2984ccca2bbab4c41e85de5,MITxPRO+AMxB+1T2018,video,69,Week 1: Introduction to Additive Manufacturing (3 hrs),Foundations of Additive Manufacturing-Foundations of Additive Manufacturing,146,1077,1308.4912f,1832.3956f
4d62865512bb40568e055a38622db441,MITxPRO+AMxB+1T2018,html,70,Week 1: Introduction to Additive Manufacturing (3 hrs),Foundations of Additive Manufacturing-Html,9,12,1423.5253f,1682.1826f
7450b070eb784ee9a9e597d1e0880de2,MITxPRO+AMxB+1T2018,html,71,Week 1: Introduction to Additive Manufacturing (3 hrs),Foundations of Additive Manufacturing-Html,8,12,1357.1298f,1733.0881f
3763b9f526ae44f2ac2ac49749c15661,MITxPRO+AMxB+1T2018,html,72,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Html,159,615,1349.5096f,1903.626f
b10ef23438f9466882d17e3f0abd0149,MITxPRO+AMxB+1T2018,video,73,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Defining Additive Manufacturing ,147,1242,1435.7793f,1882.5302f
c7a622c4d84241c595bc384162598ed1,MITxPRO+AMxB+1T2018,html,74,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Html,5,6,1746.4723f,1725.5116f
a137964dcca34365ba31a7563531e07b,MITxPRO+AMxB+1T2018,problem,75,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 1,161,723,1496.1228f,1871.5288f
5b7be604e0a24022b6e4c88a2391e099,MITxPRO+AMxB+1T2018,html,76,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Html,5,5,1781.092f,1786.4861f
5fa68b182e974d6b82927d21dd4e4f9a,MITxPRO+AMxB+1T2018,problem,77,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 2,161,568,1545.9696f,1873.4458f
b0a012fae6fe4eb0af63473d516476b7,MITxPRO+AMxB+1T2018,problem,78,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 3,161,553,1587.9194f,1886.2288f
4be29d7cb0e4400887b4848365b47a4d,MITxPRO+AMxB+1T2018,problem,79,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 4,161,510,1601.8695f,1926.3433f
8288c793632d4a81a50ef5e13bf8911c,MITxPRO+AMxB+1T2018,problem,80,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 5,161,509,1557.7769f,1940.1195f
083e170a98cc47909270dde338cffbff,MITxPRO+AMxB+1T2018,problem,81,Week 1: Introduction to Additive Manufacturing (3 hrs),Defining Additive Manufacturing-Question 6,161,524,1506.9889f,1933.5708f
043d02d4e89541cdb2c73ca0d2eca377,MITxPRO+AMxB+1T2018,html,82,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Html,160,718,1261.0155f,1990.3232f
1ee01257a4174216a0bf6d64ad67decf,MITxPRO+AMxB+1T2018,video,83,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-The Importance of AM,146,1507,1350.6698f,2010.7301f
091e476b9c794d019c1660622a3a12f6,MITxPRO+AMxB+1T2018,problem,84,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 1,162,622,1416.9739f,2035.8134f
d4f85f1570bf4ced82ef64cab4fa68f4,MITxPRO+AMxB+1T2018,problem,85,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 2,162,598,1438.7078f,2072.4934f
b4e40f400718476dad4c66477ccb68d0,MITxPRO+AMxB+1T2018,html,86,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Html,5,9,1570.808f,2117.2817f
ca856b87daac457ab8b54e03644f4264,MITxPRO+AMxB+1T2018,problem,87,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 3: Aerospace Bracket,162,803,1395.4696f,2100.3818f
f0d9ed3b227a456f85ef40f79f56e546,MITxPRO+AMxB+1T2018,problem,88,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 4: Knee Implant,162,703,1359.4169f,2131.0842f
d59550403f9b49628189ff34f74d3b3d,MITxPRO+AMxB+1T2018,problem,89,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 5: Orthodontic Aligner,162,992,1304.9836f,2109.1382f
432e2e03af924d10b164b60c5fcb86a1,MITxPRO+AMxB+1T2018,problem,90,Week 1: Introduction to Additive Manufacturing (3 hrs),The Importance of Additive Manufacturing-Question 6: Performance Running Shoe,161,741,1271.5653f,2069.345f
5fe15241fc4840f1a7fb294182265c39,MITxPRO+AMxB+1T2018,html,91,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Html,157,732,1158.6903f,2026.9114f
f3cfda7ffa804facb0183da6497283a6,MITxPRO+AMxB+1T2018,video,92,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-The Additive Manufacturing Industry,137,1080,1085.8123f,2067.0647f
d457def4b5744eda84b61b030ba37c4d,MITxPRO+AMxB+1T2018,html,93,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Html,3,3,1270.731f,2290.0317f
54ce11d3d7d146868c49330c5988da72,MITxPRO+AMxB+1T2018,html,94,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Html,22,35,1129.9218f,2120.2695f
391baeed712c4a22b2cf24c3862ebd70,MITxPRO+AMxB+1T2018,discussion,95,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Where do you see the greatest opportunities for mass production using AM?,1,1,1873.9279f,353.92834f
4ccb45d574ff4f8eb16c6909f28f2925,MITxPRO+AMxB+1T2018,discussion,96,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-Can you think of another potential customized product that AM would eble?,0,0,1284.7927f,-1811.097f
a2df8dacf5ba431998391eab736836e7,MITxPRO+AMxB+1T2018,discussion,97,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Industry-What other expertise do you hope to connect with throughout this course to enhance your knowledge of the applications and potential of AM?,0,0,2209.8723f,461.0744f
1afa468dc7ce4b91a590366c2a697707,MITxPRO+AMxB+1T2018,html,98,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Html,153,628,1010.4397f,2112.2139f
c69e8c4f31b84da1819bfbd83719e7d2,MITxPRO+AMxB+1T2018,problem,99,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 1,152,772,1039.6027f,2168.194f
b30f0577ae11446a85aff7721bcfcf2f,MITxPRO+AMxB+1T2018,problem,100,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 2,153,531,1084.9235f,2187.099f
b6a4f407524b40eeb08d984b32836876,MITxPRO+AMxB+1T2018,problem,101,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 3,150,523,1075.3755f,2231.4568f
83df58e45bca4a728eb3dcb87532e1a1,MITxPRO+AMxB+1T2018,problem,102,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 4,152,758,1025.79f,2228.58f
5fcfdbc511594d9fb3d368bcbc0adf84,MITxPRO+AMxB+1T2018,html,103,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Html,7,8,1110.7191f,2370.6992f
1a4bb735ff0049dba3a0633edf68276a,MITxPRO+AMxB+1T2018,problem,104,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 5,151,464,979.89636f,2213.6082f
7228edcdafd748a8ba059ace1ec6a202,MITxPRO+AMxB+1T2018,problem,105,Week 1: Introduction to Additive Manufacturing (3 hrs),Required Reading-Question 6,151,452,977.2061f,2171.2954f
6ad12d818d9a441c87b8c41450b11f12,MITxPRO+AMxB+1T2018,html,106,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Html,151,555,892.0885f,2121.4504f
fc68686f026f4a1c8b21f5339ac0044c,MITxPRO+AMxB+1T2018,video,107,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-The AM Workflow (from CAD to part),126,1165,876.89343f,2199.2983f
550b719286db44248d48173c92970f5b,MITxPRO+AMxB+1T2018,html,108,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Html,0,0,954.62756f,2409.0688f
20ccdcf059974bbea51abef68782ce5c,MITxPRO+AMxB+1T2018,html,109,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Html,0,0,671.2797f,2400.5679f
2afff631870d43df9cf42c91ff1c375f,MITxPRO+AMxB+1T2018,problem,110,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 1,152,493,865.2727f,2257.826f
25a120914939487ab01f3e320cb238f4,MITxPRO+AMxB+1T2018,problem,111,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 2,152,546,853.1694f,2299.0532f
a8413f2779a14150bf1c83e9f5ea447c,MITxPRO+AMxB+1T2018,problem,112,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 3,152,508,815.7302f,2323.0164f
53b450f515af46c3b1eb571ec6d1fd4c,MITxPRO+AMxB+1T2018,problem,113,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 4,152,487,797.22406f,2279.183f
905f0cf9e2374c818bf1263e9d7e2c00,MITxPRO+AMxB+1T2018,problem,114,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Workflow-Question 5,152,479,804.6478f,2236.6006f
8b1109f1bac740fc8974fb4eca386560,MITxPRO+AMxB+1T2018,html,115,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-Html,151,576,746.2843f,2047.5739f
d5d74cf927094b04951635356b2c61a0,MITxPRO+AMxB+1T2018,video,116,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-AM Technology Spectrum,133,1780,738.1314f,2140.0076f
06fc2cf614ba46e1a78252ea143efb8a,MITxPRO+AMxB+1T2018,html,117,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-Html,5,5,584.7108f,2372.2405f
c9b70711831043beafffd7e1f034a339,MITxPRO+AMxB+1T2018,problem,118,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-Question 1,151,545,667.79956f,2167.2424f
e22344d128e24de29caa95e6973a6ea7,MITxPRO+AMxB+1T2018,html,119,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-Html,5,8,528.8576f,2345.5732f
6dfd127f3e874ed3912d3372db0b3d35,MITxPRO+AMxB+1T2018,problem,120,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-Question 2,151,938,657.846f,2118.3708f
75e15653e2d84fcd84a2b1b2c0949dd0,MITxPRO+AMxB+1T2018,problem,121,Week 1: Introduction to Additive Manufacturing (3 hrs),The Additive Manufacturing Technology Spectrum-Question 3,151,583,683.6001f,2073.918f
9e07d9bd17d84172858e4e2d7c7f3e4b,MITxPRO+AMxB+1T2018,html,122,Week 1: Introduction to Additive Manufacturing (3 hrs),Emerging Trends in Additive Manufacturing-Html,145,612,680.374f,1959.6108f
c4cb65c90b7145dca401224eabfa1241,MITxPRO+AMxB+1T2018,video,123,Week 1: Introduction to Additive Manufacturing (3 hrs),Emerging Trends in Additive Manufacturing-Emerging Trends in Additive Manufacturing,118,624,644.9727f,2013.7125f
23ec45e604724c2a84eb5bf1b724de68,MITxPRO+AMxB+1T2018,html,124,Week 1: Introduction to Additive Manufacturing (3 hrs),Emerging Trends in Additive Manufacturing-Html,7,10,462.1435f,2325.8896f
638d08a4940d462481093ee144f85401,MITxPRO+AMxB+1T2018,video,125,Week 1: Introduction to Additive Manufacturing (3 hrs),Emerging Trends in Additive Manufacturing-The Digital Thread at General Electric ,118,541,614.7398f,1967.238f
ae7603c14c1643578dfedac1f7b965cd,MITxPRO+AMxB+1T2018,html,126,Week 1: Introduction to Additive Manufacturing (3 hrs),Emerging Trends in Additive Manufacturing-Html,4,6,393.41125f,2270.6094f
2b9cb425a86f4865825a82fb330fbd6b,MITxPRO+AMxB+1T2018,discussion,127,Week 1: Introduction to Additive Manufacturing (3 hrs),"Emerging Trends in Additive Manufacturing-How can the concept of the ""digital thread"" improve the efficiency or quality of manufacturing operations?  Propose a specific example from any industry.",0,0,1987.3389f,913.16064f
2ad839c226ab44539d98e2a1e84e439f,MITxPRO+AMxB+1T2018,html,128,Week 1: Introduction to Additive Manufacturing (3 hrs),Additive Manufacturing Online Resources-Html,150,712,632.806f,1866.7281f
c076a6e427c34d0c99c5bb95cbce05e5,MITxPRO+AMxB+1T2018,html,129,Week 1: Introduction to Additive Manufacturing (3 hrs),Instructions and Assignment-Html,154,771,601.2821f,1799.2726f
6ac9f21a57ba4218b9e3b13a36f263be,MITxPRO+AMxB+1T2018,html,130,Week 1: Introduction to Additive Manufacturing (3 hrs),Instructions and Assignment-Html,39,54,701.9844f,1803.3127f
19f5efdd71494972b03a02f445dc98fa,MITxPRO+AMxB+1T2018,openassessment,131,Week 1: Introduction to Additive Manufacturing (3 hrs),Instructions and Assignment-Openassessment,103,1301,655.3577f,1741.5614f
d96704d24a68401eaad4628b30fdb889,MITxPRO+AMxB+1T2018,html,132,Week 1: Introduction to Additive Manufacturing (3 hrs),Key Takeaways and Course Trajectory-Html,139,485,572.8009f,1734.1871f
17707229e69e428f8b8350b8c87c157e,MITxPRO+AMxB+1T2018,video,133,Week 1: Introduction to Additive Manufacturing (3 hrs),Key Takeaways and Course Trajectory-Key Takeaways,107,385,543.92303f,1692.923f
89f61d355af44e16ac1f9654029f89e0,MITxPRO+AMxB+1T2018,html,134,Week 2: Additive Manufacturing Processes (5 hrs),Navigating the AM Process Spectrum-Html,137,555,487.81943f,1571.6058f
b3f87007fabf4748901e3caaa1ae7ce1,MITxPRO+AMxB+1T2018,html,135,Week 2: Additive Manufacturing Processes (5 hrs),Navigating the AM Process Spectrum-Html,5,11,637.14734f,1521.5038f
49bc2f8db38b47f9b378f26dde2a6e64,MITxPRO+AMxB+1T2018,html,136,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Extrusion AM-Html,142,515,425.0109f,1441.9081f
c7b26f5c177645f8915da5083313c6cf,MITxPRO+AMxB+1T2018,video,137,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Extrusion AM-Introduction to Extrusion AM,129,1234,456.45935f,1360.3588f
debd717226334517aafcbf75ca463690,MITxPRO+AMxB+1T2018,html,138,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Extrusion AM-Html,0,0,906.1766f,1197.2079f
ed4ff111f1ec4a51ad19229302d1ffd2,MITxPRO+AMxB+1T2018,html,139,Week 2: Additive Manufacturing Processes (5 hrs),Introduction to Extrusion AM-Html,6,7,771.6496f,1217.1809f
d02f35406ea04ba3a7720453a1f354cc,MITxPRO+AMxB+1T2018,html,140,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Html,138,318,394.43457f,1325.2754f
dd6d0ae279474847af7841a0c0b4d5a5,MITxPRO+AMxB+1T2018,video,141,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Video,116,460,382.0763f,1276.8606f
2b0c1a20f8f441c3ab4e320b0bde00e1,MITxPRO+AMxB+1T2018,html,142,Week 2: Additive Manufacturing Processes (5 hrs),Workflow-Html,5,9,731.28546f,1116.9255f
ec173897e6254e50812116be2dc37a94,MITxPRO+AMxB+1T2018,html,143,Week 2: Additive Manufacturing Processes (5 hrs),Materials and Length Scales-Html,137,318,344.57706f,1242.8231f
ac3ba61065f84433a945ac8c71b537f4,MITxPRO+AMxB+1T2018,html,144,Week 2: Additive Manufacturing Processes (5 hrs),Key Takeaways-Key Takeaways,138,341,311.47437f,1198.3597f
553c1e0f782e43f492dadd97e6bef776,MITxPRO+AMxB+1T2018,problem,145,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 1,146,1050,277.10962f,1140.3688f
902dff85d0d34920814ee3729329d2d2,MITxPRO+AMxB+1T2018,problem,146,Week 2: Additive Manufacturing Processes (5 hrs),Concept Questions-Question 2,141,499,335.11716f,1124.0574f
